Year,Month ,Day,period,Total Gross Load,BTM Western Purchases,BTM Upper WCD Purchases,BTM Solar Purchases,BTM Craig Solar, Total Net Load Serve ,,,,Source,,,,,
2021,4,7,12,65,2.6,0.76,0.54,0.69,60.08,,,,,,,,,
2021,4,7,13,64,2.6,0.76,0.48,0.79,59.43,,,,,,,,,
2021,4,7,14,63,2.6,0.76,0.48,3.89,55.3,,,,,,,,,
2021,4,7,15,59,2.6,0.76,0.42,3.89,51.65,,,,,,,,,
2021,4,7,16,57,2.6,0.76,0.24,3.89,49.18,,,,,,,,,
2021,4,7,17,57,2.6,0.76,0.06,3.89,49.69,,,,,,,,,
2021,4,7,18,58,2.6,0.76,0.48,3.89,50.06,,,,,,,,,
2021,4,7,19,60,2.6,0.76,0.48,3.78,52.06,,,,,,,,,
2021,4,7,20,61,2.6,0.76,0.36,0.89,56.49,,,,,,,,,
2021,4,7,21,60,2.6,0.76,0,0,56.24,,,,,,,,,
2021,4,7,22,56,2.6,0.76,0,0,53.07,,,,,,,,,
2021,4,7,23,54,2.6,0.76,0,0,50.94,,,,,,,,,
2021,4,7,24,54,2.6,0.76,0,0,50.8,,,,,,,,,
2021,4,8,1,54,2.6,0.76,0,0,50.53,,,,,,,,,
2021,4,8,2,53,2.6,0.76,0,0,49.62,,,,,,,,,
2021,4,8,3,54,2.6,0.76,0,0,50.27,,,,,,,,,
2021,4,8,4,55,2.6,0.76,0,0,51.88,,,,,,,,,
2021,4,8,5,57,2.6,0.76,0,0,53.81,,,,,,,,,
2021,4,8,6,63,2.6,0.76,0,0,60.03,,,,,,,,,
2021,4,8,7,68,2.6,0.76,0,0,64.8,,,,,,,,,
2021,4,8,8,68,2.6,0.76,0,0,64.91,,,,,,,,,
2021,4,8,9,66,2.6,0.76,0.06,0,62.27,,,,,,,,,
2021,4,8,10,63,2.6,0.76,0.3,0.06,59.45,,,,,,,,,
2021,4,8,11,62,2.6,0.76,0.48,1.25,56.46,,,,,,,,,
2021,4,8,12,60,2.6,0.76,0.54,1.93,53.99,,,,,,,,,
2021,4,8,13,59,2.6,0.76,0.54,1.9,53.38,,,,,,,,,
2021,4,8,14,59,2.6,0.76,0.48,1.35,53.62,,,,,,,,,
2021,4,8,15,57,2.6,0.76,0.18,0.91,52.06,,,,,,,,,
2021,4,8,16,53,2.6,0.76,0.18,1.59,47.65,,,,,,,,,
2021,4,8,17,53,2.6,0.76,0.48,0.56,48.72,,,,,,,,,
2021,4,8,18,54,2.6,0.76,0.06,0.47,50.33,,,,,,,,,
2021,4,8,19,56,2.6,0.76,0.06,0.2,52.1,,,,,,,,,
2021,4,8,20,57,2.6,0.76,0,0.05,53.89,,,,,,,,,
2021,4,8,21,56,2.6,0.76,0.12,0,52.58,,,,,,,,,
2021,4,8,22,53,2.6,0.76,0,0,49.41,,,,,,,,,
2021,4,8,23,50,2.6,0.76,0,0,46.4,,,,,,,,,
2021,4,8,24,48,2.6,0.76,0,0,44.72,,,,,,,,,
2021,4,9,1,49,2.6,0.76,0,0,45.21,,,,,,,,,
2021,4,9,2,50,2.6,0.76,0,0,46.9,,,,,,,,,
2021,4,9,3,51,2.6,0.76,0,0,47.41,,,,,,,,,
2021,4,9,4,53,2.6,0.76,0,0,49.17,,,,,,,,,
2021,4,9,5,55,2.6,0.76,0,0,52.04,,,,,,,,,
2021,4,9,6,60,2.6,0.76,0,0,56.28,,,,,,,,,
2021,4,9,7,64,2.6,0.76,0,0,60.57,,,,,,,,,
2021,4,9,8,67,2.6,0.76,0,0,63.36,,,,,,,,,
2021,4,9,9,68,2.6,0.76,0.06,0.21,64.1,,,,,,,,,
2021,4,9,10,66,2.6,0.76,0.12,0.22,62.58,,,,,,,,,
2021,4,9,11,64,2.6,0.76,0.18,0.52,59.9,,,,,,,,,
2021,4,9,12,63,2.6,0.76,0.3,0.35,58.83,,,,,,,,,
2021,4,9,13,61,2.6,0.76,0.36,0.7,56.72,,,,,,,,,
2021,4,9,14,59,2.6,0.76,0.36,0.92,54.59,,,,,,,,,
2021,4,9,15,57,2.6,0.76,0.3,0.86,52.1,,,,,,,,,
2021,4,9,16,55,2.6,0.76,0.36,1.19,50.06,,,,,,,,,
2021,4,9,17,55,2.6,0.76,0.3,0.45,50.96,,,,,,,,,
2021,4,9,18,56,2.6,0.76,0.54,0.22,51.48,,,,,,,,,
2021,4,9,19,57,2.6,0.76,0.3,0.45,52.97,,,,,,,,,
2021,4,9,20,62,2.6,0.76,0.12,0.05,58.43,,,,,,,,,
2021,4,9,21,61,2.6,0.76,0.06,0,57.66,,,,,,,,,
2021,4,9,22,59,2.6,0.76,0,0,55.82,,,,,,,,,
2021,4,9,23,57,2.6,0.76,0,0,53.72,,,,,,,,,
2021,4,9,24,56,2.6,0.76,0,0,52.39,,,,,,,,,
2021,4,10,1,56,2.6,0.76,0,0,52.24,,,,,,,,,
2021,4,10,2,56,2.6,0.76,0,0,52.61,,,,,,,,,
2021,4,10,3,57,2.6,0.76,0,0,53.2,,,,,,,,,
2021,4,10,4,58,2.6,0.76,0,0,54.41,,,,,,,,,
2021,4,10,5,60,2.6,0.76,0,0,56.33,,,,,,,,,
2021,4,10,6,62,2.6,0.76,0,0,58.4,,,,,,,,,
2021,4,10,7,62,2.6,0.76,0,0,58.94,,,,,,,,,
2021,4,10,8,63,2.6,0.76,0,0,59.2,,,,,,,,,
2021,4,10,9,61,2.6,0.76,0,0,57.73,,,,,,,,,
2021,4,10,10,59,2.6,0.76,0.18,0.25,55.42,,,,,,,,,
2021,4,10,11,57,2.6,0.76,0.48,0.16,53.07,,,,,,,,,
2021,4,10,12,55,2.6,0.76,0.36,0.12,51.57,,,,,,,,,
2021,4,10,13,55,2.6,0.76,0.42,0.93,49.88,,,,,,,,,
2021,4,10,14,53,2.6,0.76,0.48,1.78,47.42,,,,,,,,,
2021,4,10,15,52,2.6,0.76,0.12,1.98,46.17,,,,,,,,,
2021,4,10,16,51,2.6,0.76,0.12,3.07,44.38,,,,,,,,,
2021,4,10,17,52,2.6,0.76,0.54,1.25,46.54,,,,,,,,,
2021,4,10,18,54,2.6,0.76,0.6,2.29,47.32,,,,,,,,,
2021,4,10,19,55,2.6,0.76,0.54,2.92,48.41,,,,,,,,,
2021,4,10,20,58,2.6,0.76,0.36,0.71,54.01,,,,,,,,,
2021,4,10,21,57,2.6,0.76,0.06,0,53.69,,,,,,,,,
2021,4,10,22,53,2.6,0.76,0,0,49.75,,,,,,,,,
2021,4,10,23,50,2.6,0.76,0,0,46.94,,,,,,,,,
2021,4,10,24,49,2.6,0.76,0,0,45.65,,,,,,,,,
2021,4,11,1,49,2.6,0.76,0,0,45.3,,,,,,,,,
2021,4,11,2,49,2.6,0.76,0,0,45.8,,,,,,,,,
2021,4,11,3,50,2.6,0.76,0,0,46.72,,,,,,,,,
2021,4,11,4,51,2.6,0.76,0,0,47.47,,,,,,,,,
2021,4,11,5,52,2.6,0.76,0,0,48.84,,,,,,,,,
2021,4,11,6,55,2.6,0.76,0,0,51.55,,,,,,,,,
2021,4,11,7,58,2.6,0.76,0,0,54.53,,,,,,,,,
2021,4,11,8,59,2.6,0.76,0,0.2,55.23,,,,,,,,,
2021,4,11,9,58,2.6,0.76,0.06,2.83,52.18,,,,,,,,,
2021,4,11,10,58,2.6,0.76,0.3,3.89,50.18,,,,,,,,,
2021,4,11,11,57,2.6,0.76,0.54,3.89,48.74,,,,,,,,,
2021,4,11,12,55,2.6,0.76,0.54,3.89,47.23,,,,,,,,,
2021,4,11,13,54,2.6,0.76,0.54,3.89,46.18,,,,,,,,,
2021,4,11,14,52,2.6,0.76,0.54,3.89,44.66,,,,,,,,,
2021,4,11,15,51,2.6,0.76,0.48,3.89,43.69,,,,,,,,,
2021,4,11,16,50,2.6,0.76,0.48,3.89,42.47,,,,,,,,,
2021,4,11,17,51,2.6,0.76,0.48,3.89,42.88,,,,,,,,,
2021,4,11,18,52,2.6,0.76,0.54,3.89,44.53,,,,,,,,,
2021,4,11,19,54,2.6,0.76,0.54,3.89,46.23,,,,,,,,,
2021,4,11,20,56,2.6,0.76,0.42,1.08,51.5,,,,,,,,,
2021,4,11,21,57,2.6,0.76,0.06,0,54.07,,,,,,,,,
2021,4,11,22,55,2.6,0.76,0,0,51.61,,,,,,,,,
2021,4,11,23,53,2.6,0.76,0,0,49.63,,,,,,,,,
2021,4,11,24,52,2.6,0.76,0,0,49.11,,,,,,,,,
2021,4,12,1,53,2.6,0.76,0,0,49.21,,,,,,,,,
2021,4,12,2,54,2.6,0.76,0,0,50.38,,,,,,,,,
2021,4,12,3,54,2.6,0.76,0,0,50.99,,,,,,,,,
2021,4,12,4,54,2.6,0.76,0,0,51.06,,,,,,,,,
2021,4,12,5,59,2.6,0.76,0,0,55.82,,,,,,,,,
2021,4,12,6,65,2.6,0.76,0,0,61.84,,,,,,,,,
2021,4,12,7,66,2.6,0.76,0,0,62.18,,,,,,,,,
2021,4,12,8,65,2.6,0.76,0,0.16,61.4,,,,,,,,,
2021,4,12,9,64,2.6,0.76,0.06,2.57,57.56,,,,,,,,,
2021,4,12,10,61,2.6,0.76,0.36,3.89,53.53,,,,,,,,,
2021,4,12,11,60,2.6,0.76,0.48,3.89,52.24,,,,,,,,,
2021,4,12,12,58,2.6,0.76,0.54,3.89,50.4,,,,,,,,,
2021,4,12,13,58,2.6,0.76,0.54,3.89,50.68,,,,,,,,,
2021,4,12,14,57,2.6,0.76,0.48,3.89,49.02,,,,,,,,,
2021,4,12,15,55,2.6,0.76,0.48,3.89,46.84,,,,,,,,,
2021,4,12,16,53,2.6,0.76,0.48,3.89,45.05,,,,,,,,,
2021,4,12,17,53,2.6,0.76,0.48,3.89,45.69,,,,,,,,,
2021,4,12,18,55,2.6,0.76,0.54,3.89,47.09,,,,,,,,,
2021,4,12,19,57,2.6,0.76,0.48,3.26,49.43,,,,,,,,,
2021,4,12,20,61,2.6,0.76,0.36,0.85,56.52,,,,,,,,,
2021,4,12,21,61,2.6,0.76,0.06,0,57.64,,,,,,,,,
2021,4,12,22,58,2.6,0.76,0,0,54.18,,,,,,,,,
2021,4,12,23,55,2.6,0.76,0,0,51.49,,,,,,,,,
2021,4,12,24,56,2.6,0.76,0,0,52.19,,,,,,,,,
2021,4,13,1,58,2.6,0.76,0,0,54.42,,,,,,,,,
2021,4,13,2,59,2.6,0.76,0,0,55.24,,,,,,,,,
2021,4,13,3,58,2.6,0.76,0,0,55.13,,,,,,,,,
2021,4,13,4,59,2.6,0.76,0,0,55.79,,,,,,,,,
2021,4,13,5,60,2.6,0.76,0,0,56.8,,,,,,,,,
2021,4,13,6,63,2.6,0.76,0,0,59.94,,,,,,,,,
2021,4,13,7,66,2.6,0.76,0,0,62.35,,,,,,,,,
2021,4,13,8,66,2.6,0.76,0,0.24,62.46,,,,,,,,,
2021,4,13,9,65,2.6,0.76,0,2.94,58.36,,,,,,,,,
2021,4,13,10,64,2.6,0.76,0.12,3.89,56.22,,,,,,,,,
2021,4,13,11,62,2.6,0.76,0.42,3.89,54.39,,,,,,,,,
2021,4,13,12,62,2.6,0.76,0.42,3.89,54.18,,,,,,,,,
2021,4,13,13,61,2.6,0.76,0.54,3.89,53.57,,,,,,,,,
2021,4,13,14,59,2.6,0.76,0.42,3.89,51.09,,,,,,,,,
2021,4,13,15,56,2.6,0.76,0.42,3.89,48.79,,,,,,,,,
2021,4,13,16,54,2.6,0.76,0.36,3.89,46.04,,,,,,,,,
2021,4,13,17,54,2.6,0.76,0.36,3.89,46.24,,,,,,,,,
2021,4,13,18,55,2.6,0.76,0.06,3.89,48.15,,,,,,,,,
2021,4,13,19,57,2.6,0.76,0.42,3.89,49.41,,,,,,,,,
2021,4,13,20,60,2.6,0.76,0.36,1.2,55.47,,,,,,,,,
2021,4,13,21,60,2.6,0.76,0,0,56.33,,,,,,,,,
2021,4,13,22,57,2.6,0.76,0,0,53.92,,,,,,,,,
2021,4,13,23,55,2.6,0.76,0,0,51.23,,,,,,,,,
2021,4,13,24,54,2.6,0.76,0,0,50.14,,,,,,,,,
2021,4,14,1,56,2.6,0.76,0,0,53,,,,,,,,,
2021,4,14,2,56,2.6,0.76,0,0,52.62,,,,,,,,,
2021,4,14,3,55,2.6,0.76,0,0,51.69,,,,,,,,,
2021,4,14,4,55,2.6,0.76,0,0,51.81,,,,,,,,,
2021,4,14,5,56,2.6,0.76,0,0,53.09,,,,,,,,,
2021,4,14,6,60,2.6,0.76,0,0,56.54,,,,,,,,,
2021,4,14,7,63,2.6,0.76,0,0,59.98,,,,,,,,,
2021,4,14,8,63,2.6,0.76,0,0.26,59.7,,,,,,,,,
2021,4,14,9,62,2.6,0.76,0,2.8,56.09,,,,,,,,,
2021,4,14,10,61,2.6,0.76,0.3,3.89,53.63,,,,,,,,,
2021,4,14,11,60,2.6,0.76,0.54,3.89,52.43,,,,,,,,,
2021,4,14,12,59,2.6,0.76,0.6,3.89,50.99,,,,,,,,,
2021,4,14,13,58,2.6,0.76,0.6,3.89,50.11,,,,,,,,,
2021,4,14,14,56,2.6,0.76,0.48,3.89,48.72,,,,,,,,,
2021,4,14,15,56,2.6,0.76,0.54,3.89,48.5,,,,,,,,,
2021,4,14,16,56,2.6,0.76,0.54,3.89,47.81,,,,,,,,,
2021,4,14,17,56,2.6,0.76,0.3,3.89,48.35,,,,,,,,,
2021,4,14,18,56,2.6,0.76,0.24,3.89,48.5,,,,,,,,,
2021,4,14,19,57,2.6,0.76,0.06,3.18,49.95,,,,,,,,,
2021,4,14,20,60,2.6,0.76,0.3,0.78,55.62,,,,,,,,,
2021,4,14,21,61,2.6,0.76,0,0,57.7,,,,,,,,,
2021,4,14,22,59,2.6,0.76,0,0,55.27,,,,,,,,,
2021,4,14,23,56,2.6,0.76,0,0,52.64,,,,,,,,,
2021,4,14,24,56,2.6,0.76,0,0,52.84,,,,,,,,,
2021,4,15,1,56,2.6,0.76,0,0,52.66,,,,,,,,,
2021,4,15,2,55,2.6,0.76,0,0,51.96,,,,,,,,,
2021,4,15,3,56,2.6,0.76,0,0,52.69,,,,,,,,,
2021,4,15,4,57,2.6,0.76,0,0,53.15,,,,,,,,,
2021,4,15,5,57,2.6,0.76,0,0,53.97,,,,,,,,,
2021,4,15,6,60,2.6,0.76,0,0,56.71,,,,,,,,,
2021,4,15,7,64,2.6,0.76,0,0,60.41,,,,,,,,,
2021,4,15,8,65,2.6,0.76,0,0.27,61.86,,,,,,,,,
2021,4,15,9,66,2.6,0.76,0,2.72,60.16,,,,,,,,,
2021,4,15,10,66,2.6,0.76,0,3.89,59.24,,,,,,,,,
2021,4,15,11,66,2.6,0.76,0.3,3.89,58.29,,,,,,,,,
2021,4,15,12,68,2.6,0.76,0.54,3.89,60.11,,,,,,,,,
2021,4,15,13,67,2.6,0.76,0.48,3.89,59.68,,,,,,,,,
2021,4,15,14,65,2.6,0.76,0.54,3.89,56.86,,,,,,,,,
2021,4,15,15,64,2.6,0.76,0.48,3.89,56.36,,,,,,,,,
2021,4,15,16,65,2.6,0.76,0.48,3.89,57.03,,,,,,,,,
2021,4,15,17,65,2.6,0.76,0.54,3.89,57.3,,,,,,,,,
2021,4,15,18,66,2.6,0.76,0.6,3.89,57.92,,,,,,,,,
2021,4,15,19,66,2.6,0.76,0.54,3.38,58.39,,,,,,,,,
2021,4,15,20,68,2.6,0.76,0.42,0.97,63.05,,,,,,,,,
2021,4,15,21,67,2.6,0.76,0,0,64.08,,,,,,,,,
2021,4,15,22,64,2.6,0.76,0,0,60.66,,,,,,,,,
2021,4,15,23,61,2.6,0.76,0,0,57.44,,,,,,,,,
2021,4,15,24,60,2.6,0.76,0,0,56.19,,,,,,,,,
2021,4,16,1,59,2.6,0.76,0,0,55.91,,,,,,,,,
2021,4,16,2,59,2.6,0.76,0,0,55.83,,,,,,,,,
2021,4,16,3,59,2.6,0.76,0,0,55.73,,,,,,,,,
2021,4,16,4,60,2.6,0.76,0,0,56.76,,,,,,,,,
2021,4,16,5,61,2.6,0.76,0,0,57.56,,,,,,,,,
2021,4,16,6,63,2.6,0.76,0,0,59.4,,,,,,,,,
2021,4,16,7,65,2.6,0.76,0,0,61.66,,,,,,,,,
2021,4,16,8,65,2.6,0.76,0,0.07,61.87,,,,,,,,,
2021,4,16,9,65,2.6,0.76,0,0.46,60.68,,,,,,,,,
2021,4,16,10,65,2.6,0.76,0.36,2.76,58.07,,,,,,,,,
2021,4,16,11,63,2.6,0.76,0.54,3.89,54.96,,,,,,,,,
2021,4,16,12,62,2.6,0.76,0.54,3.89,54.24,,,,,,,,,
2021,4,16,13,61,2.6,0.76,0.48,3.89,53.33,,,,,,,,,
2021,4,16,14,60,2.6,0.76,0.54,3.89,52.3,,,,,,,,,
2021,4,16,15,59,2.6,0.76,0.48,3.88,51.36,,,,,,,,,
2021,4,16,16,60,2.6,0.76,0.54,2.65,53.08,,,,,,,,,
2021,4,16,17,60,2.6,0.76,0.54,3.29,53.07,,,,,,,,,
2021,4,16,18,61,2.6,0.76,0.24,3.02,53.93,,,,,,,,,
2021,4,16,19,62,2.6,0.76,0.12,2.94,55.75,,,,,,,,,
2021,4,16,20,64,2.6,0.76,0.12,0.23,60.17,,,,,,,,,
2021,4,16,21,65,2.6,0.76,0.06,0,61.23,,,,,,,,,
2021,4,16,22,63,2.6,0.76,0,0,59.25,,,,,,,,,
2021,4,16,23,59,2.6,0.76,0,0,55.55,,,,,,,,,
2021,4,16,24,56,2.6,0.76,0,0,52.58,,,,,,,,,
2021,4,17,1,57,2.6,0.76,0,0,53.88,,,,,,,,,
2021,4,17,2,58,2.6,0.76,0,0,54.63,,,,,,,,,
2021,4,17,3,58,2.6,0.76,0,0,54.63,,,,,,,,,
2021,4,17,4,58,2.6,0.76,0,0,54.17,,,,,,,,,
2021,4,17,5,61,2.6,0.76,0,0,57.75,,,,,,,,,
2021,4,17,6,62,2.6,0.76,0,0,59.13,,,,,,,,,
2021,4,17,7,61,2.6,0.76,0,0,58.09,,,,,,,,,
2021,4,17,8,61,2.6,0.76,0,0.05,57.75,,,,,,,,,
2021,4,17,9,61,2.6,0.76,0,0.05,57.62,,,,,,,,,
2021,4,17,10,60,2.6,0.76,0,0.12,56.54,,,,,,,,,
2021,4,17,11,59,2.6,0.76,0.06,0.8,54.53,,,,,,,,,
2021,4,17,12,57,2.6,0.76,0.06,1.36,52.26,,,,,,,,,
2021,4,17,13,56,2.6,0.76,0.06,1.9,50.21,,,,,,,,,
2021,4,17,14,54,2.6,0.76,0.06,1.13,48.95,,,,,,,,,
2021,4,17,15,52,2.6,0.76,0.06,1.77,47.11,,,,,,,,,
2021,4,17,16,53,2.6,0.76,0.06,0.41,48.78,,,,,,,,,
2021,4,17,17,54,2.6,0.76,0.18,0.44,49.71,,,,,,,,,
2021,4,17,18,55,2.6,0.76,0.48,0.36,50.39,,,,,,,,,
2021,4,17,19,56,2.6,0.76,0.06,0.05,52.73,,,,,,,,,
2021,4,17,20,59,2.6,0.76,0,0.52,55.05,,,,,,,,,
2021,4,17,21,61,2.6,0.76,0,0,57.18,,,,,,,,,
2021,4,17,22,59,2.6,0.76,0,0,55.88,,,,,,,,,
2021,4,17,23,58,2.6,0.76,0,0,54.32,,,,,,,,,
2021,4,17,24,57,2.6,0.76,0,0,53.41,,,,,,,,,
2021,4,18,1,57,2.6,0.76,0,0,53.67,,,,,,,,,
2021,4,18,2,58,2.6,0.76,0,0,54.2,,,,,,,,,
2021,4,18,3,58,2.6,0.76,0,0,54.9,,,,,,,,,
2021,4,18,4,59,2.6,0.76,0,0,55.9,,,,,,,,,
2021,4,18,5,61,2.6,0.76,0,0,57.46,,,,,,,,,
2021,4,18,6,61,2.6,0.76,0,0,57.91,,,,,,,,,
2021,4,18,7,60,2.6,0.76,0,0,57.1,,,,,,,,,
2021,4,18,8,60,2.6,0.76,0,0.05,56.74,,,,,,,,,
2021,4,18,9,59,2.6,0.76,0.12,0.49,54.9,,,,,,,,,
2021,4,18,10,57,2.6,0.76,0.18,0.27,53.17,,,,,,,,,
2021,4,18,11,55,2.6,0.76,0.3,0.54,51.09,,,,,,,,,
2021,4,18,12,53,2.6,0.76,0.6,1.49,48.04,,,,,,,,,
2021,4,18,13,52,2.6,0.76,0.36,0.49,47.44,,,,,,,,,
2021,4,18,14,51,2.6,0.76,0.36,1.77,45.63,,,,,,,,,
2021,4,18,15,51,2.6,0.76,0.54,1.35,45.45,,,,,,,,,
2021,4,18,16,51,2.6,0.76,0.18,2.74,44.52,,,,,,,,,
2021,4,18,17,52,2.6,0.76,0.54,2.94,44.74,,,,,,,,,
2021,4,18,18,52,2.6,0.76,0.06,2.95,45.79,,,,,,,,,
2021,4,18,19,54,2.6,0.76,0.12,2.12,48.13,,,,,,,,,
2021,4,18,20,56,2.6,0.76,0.24,1.1,51.61,,,,,,,,,
2021,4,18,21,58,2.6,0.76,0,0,54.63,,,,,,,,,
2021,4,18,22,56,2.6,0.76,0,0,52.32,,,,,,,,,
2021,4,18,23,53,2.6,0.76,0,0,50,,,,,,,,,
2021,4,18,24,52,2.6,0.76,0,0,49.09,,,,,,,,,
2021,4,19,1,52,2.6,0.76,0,0,48.55,,,,,,,,,
2021,4,19,2,52,2.6,0.76,0,0,49.1,,,,,,,,,
2021,4,19,3,53,2.6,0.76,0,0,49.83,,,,,,,,,
2021,4,19,4,54,2.6,0.76,0,0,50.8,,,,,,,,,
2021,4,19,5,57,2.6,0.76,0,0,53.46,,,,,,,,,
2021,4,19,6,59,2.6,0.76,0,0,55.24,,,,,,,,,
2021,4,19,7,59,2.6,0.76,0,0,55.83,,,,,,,,,
2021,4,19,8,58,2.6,0.76,0,0.1,54.08,,,,,,,,,
2021,4,19,9,56,2.6,0.76,0.06,1.93,50.88,,,,,,,,,
2021,4,19,10,56,2.6,0.76,0.18,3.03,49.09,,,,,,,,,
2021,4,19,11,55,2.6,0.76,0.42,3.84,47.64,,,,,,,,,
2021,4,19,12,55,2.6,0.76,0.24,3.89,47.77,,,,,,,,,
2021,4,19,13,55,2.6,0.76,0.3,3.89,47,,,,,,,,,
2021,4,19,14,55,2.6,0.76,0.36,3.89,47.45,,,,,,,,,
2021,4,19,15,55,2.6,0.76,0.36,3.89,47.68,,,,,,,,,
2021,4,19,16,57,2.6,0.76,0.3,3.89,49.08,,,,,,,,,
2021,4,19,17,59,2.6,0.76,0.42,3.89,51.72,,,,,,,,,
2021,4,19,18,61,2.6,0.76,0.06,3.89,53.87,,,,,,,,,
2021,4,19,19,62,2.6,0.76,0.06,2.46,56.29,,,,,,,,,
2021,4,19,20,64,2.6,0.76,0,0.89,59.34,,,,,,,,,
2021,4,19,21,63,2.6,0.76,0,0,59.72,,,,,,,,,
2021,4,19,22,60,2.6,0.76,0,0,57.03,,,,,,,,,
2021,4,19,23,58,2.6,0.76,0,0,54.61,,,,,,,,,
2021,4,19,24,57,2.6,0.76,0,0,53.86,,,,,,,,,
2021,4,20,1,57,2.6,0.76,0,0,53.49,,,,,,,,,
2021,4,20,2,57,2.6,0.76,0,0,53.92,,,,,,,,,
2021,4,20,3,58,2.6,0.76,0,0,54.73,,,,,,,,,
2021,4,20,4,60,2.6,0.76,0,0,56.27,,,,,,,,,
2021,4,20,5,62,2.6,0.76,0,0,58.79,,,,,,,,,
2021,4,20,6,66,2.6,0.76,0,0,62.43,,,,,,,,,
2021,4,20,7,67,2.6,0.76,0,0,64.09,,,,,,,,,
2021,4,20,8,66,2.6,0.76,0,0.37,62.2,,,,,,,,,
2021,4,20,9,64,2.6,0.76,0.06,2.66,58.18,,,,,,,,,
2021,4,20,10,62,2.6,0.76,0.24,2.61,55.84,,,,,,,,,
2021,4,20,11,61,2.6,0.76,0.48,1.56,55.18,,,,,,,,,
2021,4,20,12,59,2.6,0.76,0.36,3.45,51.76,,,,,,,,,
2021,4,20,13,58,2.6,0.76,0.36,2.64,51.42,,,,,,,,,
2021,4,20,14,56,2.6,0.76,0.12,1.07,51.55,,,,,,,,,
2021,4,20,15,55,2.6,0.76,0.24,3.8,47.54,,,,,,,,,
2021,4,20,16,55,2.6,0.76,0.06,3.89,47.25,,,,,,,,,
2021,4,20,17,55,2.6,0.76,0.24,2.67,48.49,,,,,,,,,
2021,4,20,18,56,2.6,0.76,0.24,1.71,50.56,,,,,,,,,
2021,4,20,19,57,2.6,0.76,0.36,0.4,53.26,,,,,,,,,
2021,4,20,20,60,2.6,0.76,0.42,0,56.43,,,,,,,,,
2021,4,20,21,60,2.6,0.76,0.18,0,56.13,,,,,,,,,
2021,4,20,22,58,2.6,0.76,0,0,54.38,,,,,,,,,
2021,4,20,23,56,2.6,0.76,0,0,52.71,,,,,,,,,
2021,4,20,24,55,2.6,0.76,0,0,51.9,,,,,,,,,
2021,4,21,1,56,2.6,0.76,0,0,52.18,,,,,,,,,
2021,4,21,2,56,2.6,0.76,0,0,52.95,,,,,,,,,
2021,4,21,3,57,2.6,0.76,0,0,53.64,,,,,,,,,
2021,4,21,4,58,2.6,0.76,0,0,54.53,,,,,,,,,
2021,4,21,5,61,2.6,0.76,0,0,57.15,,,,,,,,,
2021,4,21,6,64,2.6,0.76,0,0,60.69,,,,,,,,,
2021,4,21,7,66,2.6,0.76,0,0,62.46,,,,,,,,,
2021,4,21,8,66,2.6,0.76,0,0.59,62.23,,,,,,,,,
2021,4,21,9,65,2.6,0.76,0.06,1.42,60.26,,,,,,,,,
2021,4,21,10,65,2.6,0.76,0.3,3.89,57.23,,,,,,,,,
2021,4,21,11,64,2.6,0.76,0.42,3.89,55.83,,,,,,,,,
2021,4,21,12,63,2.6,0.76,0.18,3.89,55.27,,,,,,,,,
2021,4,21,13,63,2.6,0.76,0.48,3.89,55.21,,,,,,,,,
2021,4,21,14,63,2.6,0.76,0.12,3.16,55.94,,,,,,,,,
2021,4,21,15,61,2.6,0.76,0.36,0.62,56.36,,,,,,,,,
2021,4,21,16,61,2.6,0.76,0.36,1.06,56.71,,,,,,,,,
2021,4,21,17,61,2.6,0.76,0.48,1.11,56.34,,,,,,,,,
2021,4,21,18,60,2.6,0.76,0.48,0.43,55.74,,,,,,,,,
2021,4,21,19,60,2.6,0.76,0.6,0.46,55.76,,,,,,,,,
2021,4,21,20,64,2.6,0.76,0.48,0.12,60.5,,,,,,,,,
2021,4,21,21,64,2.6,0.76,0.06,0,60.99,,,,,,,,,
2021,4,21,22,61,2.6,0.76,0,0,57.85,,,,,,,,,
2021,4,21,23,58,2.6,0.76,0,0,55.1,,,,,,,,,
2021,4,21,24,58,2.6,0.76,0,0,54.39,,,,,,,,,
2021,4,22,1,55,2.6,0.76,0,0,51.31,,,,,,,,,
2021,4,22,2,54,2.6,0.76,0,0,50.44,,,,,,,,,
2021,4,22,3,54,2.6,0.76,0,0,50.99,,,,,,,,,
2021,4,22,4,55,2.6,0.76,0,0,51.56,,,,,,,,,
2021,4,22,5,57,2.6,0.76,0,0,53.75,,,,,,,,,
2021,4,22,6,60,2.6,0.76,0,0,56.93,,,,,,,,,
2021,4,22,7,62,2.6,0.76,0,0,58.94,,,,,,,,,
2021,4,22,8,63,2.6,0.76,0,0.06,59.49,,,,,,,,,
2021,4,22,9,62,2.6,0.76,0.18,0.25,58.68,,,,,,,,,
2021,4,22,10,62,2.6,0.76,0.42,1.99,56.01,,,,,,,,,
2021,4,22,11,61,2.6,0.76,0.48,0.76,56.35,,,,,,,,,
2021,4,22,12,59,2.6,0.76,0.54,1.79,53.5,,,,,,,,,
2021,4,22,13,58,2.6,0.76,0.54,2.82,51.18,,,,,,,,,
2021,4,22,14,57,2.6,0.76,0.54,2.15,50.75,,,,,,,,,
2021,4,22,15,55,2.6,0.76,0.54,2.58,48.4,,,,,,,,,
2021,4,22,16,54,2.6,0.76,0.54,3.01,47.42,,,,,,,,,
