Year,Month ,Day,period,Total Gross Load,BTM WAPA,Total Net Load Serve,,,,Source,
2018,4,8,14,13.24,2.24,11,,,,,
2018,4,8,15,12.68,2.24,10,,,,,
2018,4,8,16,12.66,2.24,10,,,,,
2018,4,8,17,12.85,2.24,11,,,,,
2018,4,8,18,14.16,2.24,12,,,,,
2018,4,8,19,17.59,2.24,15,,,,,
2018,4,8,20,20.88,2.24,19,,,,,
2018,4,8,21,23.97,2.24,22,,,,,
2018,4,8,22,23.27,2.24,21,,,,,
2018,4,8,23,21.77,2.24,20,,,,,
2018,4,8,24,20.32,2.24,18,,,,,
2018,4,9,1,19.13,2.24,17,,,,,
2018,4,9,2,18.72,2.24,16,,,,,
2018,4,9,3,18.62,2.24,16,,,,,
2018,4,9,4,18.9,2.24,17,,,,,
2018,4,9,5,19.54,2.24,17,,,,,
2018,4,9,6,21.16,2.24,19,,,,,
2018,4,9,7,23.32,2.24,21,,,,,
2018,4,9,8,22.15,2.24,20,,,,,
2018,4,9,9,19.5,2.24,17,,,,,
2018,4,9,10,17.15,2.24,15,,,,,
2018,4,9,11,17.29,2.24,15,,,,,
2018,4,9,12,16.97,2.24,15,,,,,
2018,4,9,13,17.68,2.24,15,,,,,
2018,4,9,14,19.82,2.24,18,,,,,
2018,4,9,15,20.22,2.24,18,,,,,
2018,4,9,16,20.25,2.24,18,,,,,
2018,4,9,17,19.82,2.24,18,,,,,
2018,4,9,18,20.09,2.24,18,,,,,
2018,4,9,19,20.84,2.24,19,,,,,
2018,4,9,20,22.64,2.24,20,,,,,
2018,4,9,21,25.43,2.24,23,,,,,
2018,4,9,22,24.13,2.24,22,,,,,
2018,4,9,23,22.39,2.24,20,,,,,
2018,4,9,24,20.78,2.24,19,,,,,
2018,4,10,1,19.77,2.24,18,,,,,
2018,4,10,2,19.42,2.24,17,,,,,
2018,4,10,3,19.48,2.24,17,,,,,
2018,4,10,4,19.81,2.24,18,,,,,
2018,4,10,5,20.52,2.24,18,,,,,
2018,4,10,6,22.01,2.24,20,,,,,
2018,4,10,7,24.25,2.24,22,,,,,
2018,4,10,8,23.41,2.24,21,,,,,
2018,4,10,9,21.32,2.24,19,,,,,
2018,4,10,10,19.75,2.24,18,,,,,
2018,4,10,11,19.75,2.24,18,,,,,
2018,4,10,12,19.59,2.24,17,,,,,
2018,4,10,13,19.41,2.24,17,,,,,
2018,4,10,14,19.48,2.24,17,,,,,
2018,4,10,15,20.4,2.24,18,,,,,
2018,4,10,16,20.07,2.24,18,,,,,
2018,4,10,17,21.42,2.24,19,,,,,
2018,4,10,18,22.02,2.24,20,,,,,
2018,4,10,19,21.92,2.24,20,,,,,
2018,4,10,20,23.31,2.24,21,,,,,
2018,4,10,21,25.55,2.24,23,,,,,
2018,4,10,22,23.67,2.24,21,,,,,
2018,4,10,23,21.81,2.24,20,,,,,
2018,4,10,24,20.26,2.24,18,,,,,
2018,4,11,1,19.35,2.24,17,,,,,
2018,4,11,2,19.06,2.24,17,,,,,
2018,4,11,3,18.93,2.24,17,,,,,
2018,4,11,4,19.18,2.24,17,,,,,
2018,4,11,5,19.95,2.24,18,,,,,
2018,4,11,6,21.25,2.24,19,,,,,
2018,4,11,7,23.56,2.24,21,,,,,
2018,4,11,8,22.44,2.24,20,,,,,
2018,4,11,9,20.75,2.24,19,,,,,
2018,4,11,10,17.99,2.24,16,,,,,
2018,4,11,11,17.68,2.24,15,,,,,
2018,4,11,12,17.86,2.24,16,,,,,
2018,4,11,13,17.88,2.24,16,,,,,
2018,4,11,14,19.29,2.24,17,,,,,
2018,4,11,15,20.16,2.24,18,,,,,
2018,4,11,16,18.18,2.24,16,,,,,
2018,4,11,17,17.5,2.24,15,,,,,
2018,4,11,18,17.94,2.24,16,,,,,
2018,4,11,19,20.29,2.24,18,,,,,
2018,4,11,20,23.03,2.24,21,,,,,
2018,4,11,21,25.71,2.24,23,,,,,
2018,4,11,22,24.02,2.24,22,,,,,
2018,4,11,23,22.02,2.24,20,,,,,
2018,4,11,24,20.47,2.24,18,,,,,
2018,4,12,1,19.14,2.24,17,,,,,
2018,4,12,2,18.63,2.24,16,,,,,
2018,4,12,3,18.31,2.24,16,,,,,
2018,4,12,4,18.35,2.24,16,,,,,
2018,4,12,5,19.04,2.24,17,,,,,
2018,4,12,6,20.16,2.24,18,,,,,
2018,4,12,7,22.47,2.24,20,,,,,
2018,4,12,8,21.74,2.24,20,,,,,
2018,4,12,9,20.43,2.24,18,,,,,
2018,4,12,10,22.91,2.24,21,,,,,
2018,4,12,11,23.42,2.24,21,,,,,
2018,4,12,12,22.78,2.24,21,,,,,
2018,4,12,13,21.19,2.24,19,,,,,
2018,4,12,14,20.24,2.24,18,,,,,
2018,4,12,15,19.21,2.24,17,,,,,
2018,4,12,16,18.93,2.24,17,,,,,
2018,4,12,17,18.62,2.24,16,,,,,
2018,4,12,18,19.53,2.24,17,,,,,
2018,4,12,19,20.53,2.24,18,,,,,
2018,4,12,20,22.97,2.24,21,,,,,
2018,4,12,21,25.56,2.24,23,,,,,
2018,4,12,22,24.35,2.24,22,,,,,
2018,4,12,23,22.48,2.24,20,,,,,
2018,4,12,24,21,2.24,19,,,,,
2018,4,13,1,20.08,2.24,18,,,,,
2018,4,13,2,19.51,2.24,17,,,,,
2018,4,13,3,19.41,2.24,17,,,,,
2018,4,13,4,19.62,2.24,17,,,,,
2018,4,13,5,20.22,2.24,18,,,,,
2018,4,13,6,21.73,2.24,19,,,,,
2018,4,13,7,23.42,2.24,21,,,,,
2018,4,13,8,22.78,2.24,21,,,,,
2018,4,13,9,22.08,2.24,20,,,,,
2018,4,13,10,23.94,2.24,22,,,,,
2018,4,13,11,24.53,2.24,22,,,,,
2018,4,13,12,22.98,2.24,21,,,,,
2018,4,13,13,21.73,2.24,19,,,,,
2018,4,13,14,21.36,2.24,19,,,,,
2018,4,13,15,20.55,2.24,18,,,,,
2018,4,13,16,18.26,2.24,16,,,,,
2018,4,13,17,17.21,2.24,15,,,,,
2018,4,13,18,17.35,2.24,15,,,,,
2018,4,13,19,20.33,2.24,18,,,,,
2018,4,13,20,24.04,2.24,22,,,,,
2018,4,13,21,27.2,2.24,25,,,,,
2018,4,13,22,25.94,2.24,24,,,,,
2018,4,13,23,24.43,2.24,22,,,,,
2018,4,13,24,23.17,2.24,21,,,,,
2018,4,14,1,22.04,2.24,20,,,,,
2018,4,14,2,21.46,2.24,19,,,,,
2018,4,14,3,21.16,2.24,19,,,,,
2018,4,14,4,21.11,2.24,19,,,,,
2018,4,14,5,21.41,2.24,19,,,,,
2018,4,14,6,22.12,2.24,20,,,,,
2018,4,14,7,22.62,2.24,20,,,,,
2018,4,14,8,20.69,2.24,18,,,,,
2018,4,14,9,17.54,2.24,15,,,,,
2018,4,14,10,17.47,2.24,15,,,,,
2018,4,14,11,18.29,2.24,16,,,,,
2018,4,14,12,18.57,2.24,16,,,,,
2018,4,14,13,18.24,2.24,16,,,,,
2018,4,14,14,17.98,2.24,16,,,,,
2018,4,14,15,17.81,2.24,16,,,,,
2018,4,14,16,17.43,2.24,15,,,,,
2018,4,14,17,17.32,2.24,15,,,,,
2018,4,14,18,17.62,2.24,15,,,,,
2018,4,14,19,19.19,2.24,17,,,,,
2018,4,14,20,21,2.24,19,,,,,
2018,4,14,21,24.19,2.24,22,,,,,
2018,4,14,22,23.71,2.24,21,,,,,
2018,4,14,23,22.58,2.24,20,,,,,
2018,4,14,24,21.22,2.24,19,,,,,
2018,4,15,1,20.55,2.24,18,,,,,
2018,4,15,2,20.02,2.24,18,,,,,
2018,4,15,3,19.91,2.24,18,,,,,
2018,4,15,4,20.02,2.24,18,,,,,
2018,4,15,5,20.18,2.24,18,,,,,
2018,4,15,6,20.95,2.24,19,,,,,
2018,4,15,7,21.13,2.24,19,,,,,
2018,4,15,8,19.88,2.24,18,,,,,
2018,4,15,9,18.42,2.24,16,,,,,
2018,4,15,10,17.1,2.24,15,,,,,
2018,4,15,11,19.02,2.24,17,,,,,
2018,4,15,12,20.56,2.24,18,,,,,
2018,4,15,13,20.72,2.24,18,,,,,
2018,4,15,14,20.62,2.24,18,,,,,
2018,4,15,15,20.63,2.24,18,,,,,
2018,4,15,16,20.52,2.24,18,,,,,
2018,4,15,17,20.47,2.24,18,,,,,
2018,4,15,18,20.52,2.24,18,,,,,
2018,4,15,19,20.51,2.24,18,,,,,
2018,4,15,20,21.28,2.24,19,,,,,
2018,4,15,21,23.81,2.24,22,,,,,
2018,4,15,22,22.96,2.24,21,,,,,
2018,4,15,23,21.88,2.24,20,,,,,
2018,4,15,24,20.27,2.24,18,,,,,
2018,4,16,1,19.2,2.24,17,,,,,
2018,4,16,2,18.59,2.24,16,,,,,
2018,4,16,3,18.43,2.24,16,,,,,
2018,4,16,4,18.8,2.24,17,,,,,
2018,4,16,5,19.41,2.24,17,,,,,
2018,4,16,6,20.77,2.24,19,,,,,
2018,4,16,7,22.53,2.24,20,,,,,
2018,4,16,8,22.66,2.24,20,,,,,
2018,4,16,9,23.85,2.24,22,,,,,
2018,4,16,10,24.68,2.24,22,,,,,
2018,4,16,11,25.19,2.24,23,,,,,
2018,4,16,12,25.27,2.24,23,,,,,
2018,4,16,13,24.93,2.24,23,,,,,
2018,4,16,14,24.94,2.24,23,,,,,
2018,4,16,15,25.02,2.24,23,,,,,
2018,4,16,16,24.63,2.24,22,,,,,
2018,4,16,17,24.45,2.24,22,,,,,
2018,4,16,18,23.48,2.24,21,,,,,
2018,4,16,19,22.91,2.24,21,,,,,
2018,4,16,20,23.72,2.24,21,,,,,
2018,4,16,21,25.46,2.24,23,,,,,
2018,4,16,22,23.72,2.24,21,,,,,
2018,4,16,23,21.71,2.24,19,,,,,
2018,4,16,24,20.22,2.24,18,,,,,
2018,4,17,1,19.19,2.24,17,,,,,
2018,4,17,2,18.64,2.24,16,,,,,
2018,4,17,3,18.38,2.24,16,,,,,
2018,4,17,4,18.59,2.24,16,,,,,
2018,4,17,5,19.19,2.24,17,,,,,
2018,4,17,6,20.61,2.24,18,,,,,
2018,4,17,7,22.57,2.24,20,,,,,
2018,4,17,8,22.71,2.24,20,,,,,
2018,4,17,9,23.87,2.24,22,,,,,
2018,4,17,10,24.54,2.24,22,,,,,
2018,4,17,11,23.51,2.24,21,,,,,
2018,4,17,12,23.12,2.24,21,,,,,
2018,4,17,13,22.72,2.24,20,,,,,
2018,4,17,14,22.68,2.24,20,,,,,
2018,4,17,15,22.51,2.24,20,,,,,
2018,4,17,16,22.33,2.24,20,,,,,
2018,4,17,17,19.94,2.24,18,,,,,
2018,4,17,18,18.99,2.24,17,,,,,
2018,4,17,19,19.29,2.24,17,,,,,
2018,4,17,20,20.44,2.24,18,,,,,
2018,4,17,21,23.03,2.24,21,,,,,
2018,4,17,22,22.17,2.24,20,,,,,
2018,4,17,23,20.33,2.24,18,,,,,
2018,4,17,24,19.09,2.24,17,,,,,
2018,4,18,1,18.18,2.24,16,,,,,
2018,4,18,2,17.84,2.24,16,,,,,
2018,4,18,3,17.71,2.24,15,,,,,
2018,4,18,4,18,2.24,16,,,,,
2018,4,18,5,18.57,2.24,16,,,,,
2018,4,18,6,19.79,2.24,18,,,,,
2018,4,18,7,21.5,2.24,19,,,,,
2018,4,18,8,21.24,2.24,19,,,,,
2018,4,18,9,23.47,2.24,21,,,,,
2018,4,18,10,23.89,2.24,22,,,,,
2018,4,18,11,25.59,2.24,23,,,,,
2018,4,18,12,25.18,2.24,23,,,,,
2018,4,18,13,24.89,2.24,23,,,,,
2018,4,18,14,24.52,2.24,22,,,,,
2018,4,18,15,24.58,2.24,22,,,,,
2018,4,18,16,24.55,2.24,22,,,,,
2018,4,18,17,24.15,2.24,22,,,,,
2018,4,18,18,23.42,2.24,21,,,,,
2018,4,18,19,22.33,2.24,20,,,,,
2018,4,18,20,22.38,2.24,20,,,,,
2018,4,18,21,24.69,2.24,22,,,,,
2018,4,18,22,23.41,2.24,21,,,,,
2018,4,18,23,21.81,2.24,20,,,,,
2018,4,18,24,20.26,2.24,18,,,,,
2018,4,19,1,19.41,2.24,17,,,,,
2018,4,19,2,19.02,2.24,17,,,,,
2018,4,19,3,18.94,2.24,17,,,,,
2018,4,19,4,19.2,2.24,17,,,,,
2018,4,19,5,19.93,2.24,18,,,,,
2018,4,19,6,21.31,2.24,19,,,,,
2018,4,19,7,22.97,2.24,21,,,,,
2018,4,19,8,23.19,2.24,21,,,,,
2018,4,19,9,23.8,2.24,22,,,,,
2018,4,19,10,24.77,2.24,23,,,,,
2018,4,19,11,25.16,2.24,23,,,,,
2018,4,19,12,25.2,2.24,23,,,,,
2018,4,19,13,25.02,2.24,23,,,,,
2018,4,19,14,25.13,2.24,23,,,,,
2018,4,19,15,25.24,2.24,23,,,,,
2018,4,19,16,24.76,2.24,23,,,,,
2018,4,19,17,24.68,2.24,22,,,,,
2018,4,19,18,23.83,2.24,22,,,,,
2018,4,19,19,22.77,2.24,21,,,,,
2018,4,19,20,23.36,2.24,21,,,,,
2018,4,19,21,25.36,2.24,23,,,,,
2018,4,19,22,23.59,2.24,21,,,,,
2018,4,19,23,21.81,2.24,20,,,,,
2018,4,19,24,20.18,2.24,18,,,,,
2018,4,20,1,19.24,2.24,17,,,,,
2018,4,20,2,18.71,2.24,16,,,,,
2018,4,20,3,18.52,2.24,16,,,,,
2018,4,20,4,18.72,2.24,16,,,,,
2018,4,20,5,19.29,2.24,17,,,,,
2018,4,20,6,20.66,2.24,18,,,,,
2018,4,20,7,22.39,2.24,20,,,,,
2018,4,20,8,22.43,2.24,20,,,,,
2018,4,20,9,23.73,2.24,21,,,,,
2018,4,20,10,24.69,2.24,22,,,,,
2018,4,20,11,24.87,2.24,23,,,,,
2018,4,20,12,24.87,2.24,23,,,,,
2018,4,20,13,24.53,2.24,22,,,,,
2018,4,20,14,24.4,2.24,22,,,,,
2018,4,20,15,24.5,2.24,22,,,,,
2018,4,20,16,23.92,2.24,22,,,,,
2018,4,20,17,23.52,2.24,21,,,,,
2018,4,20,18,22.9,2.24,21,,,,,
2018,4,20,19,23.53,2.24,21,,,,,
2018,4,20,20,23.74,2.24,22,,,,,
2018,4,20,21,25.73,2.24,23,,,,,
2018,4,20,22,24.9,2.24,23,,,,,
2018,4,20,23,23.57,2.24,21,,,,,
2018,4,20,24,22.52,2.24,20,,,,,
2018,4,21,1,21.29,2.24,19,,,,,
2018,4,21,2,20.55,2.24,18,,,,,
2018,4,21,3,20.22,2.24,18,,,,,
2018,4,21,4,20.25,2.24,18,,,,,
2018,4,21,5,20.24,2.24,18,,,,,
2018,4,21,6,20.73,2.24,18,,,,,
2018,4,21,7,20.9,2.24,19,,,,,
2018,4,21,8,20.41,2.24,18,,,,,
2018,4,21,9,21.3,2.24,19,,,,,
2018,4,21,10,22.04,2.24,20,,,,,
2018,4,21,11,22.25,2.24,20,,,,,
2018,4,21,12,22.2,2.24,20,,,,,
2018,4,21,13,21.98,2.24,20,,,,,
2018,4,21,14,21.75,2.24,20,,,,,
2018,4,21,15,21.71,2.24,19,,,,,
2018,4,21,16,21.55,2.24,19,,,,,
2018,4,21,17,21.41,2.24,19,,,,,
2018,4,21,18,21.05,2.24,19,,,,,
2018,4,21,19,20.75,2.24,19,,,,,
2018,4,21,20,20.93,2.24,19,,,,,
2018,4,21,21,23.54,2.24,21,,,,,
2018,4,21,22,23.06,2.24,21,,,,,
2018,4,21,23,21.73,2.24,19,,,,,
2018,4,21,24,20.26,2.24,18,,,,,
2018,4,22,1,19.39,2.24,17,,,,,
2018,4,22,2,18.88,2.24,17,,,,,
2018,4,22,3,18.75,2.24,17,,,,,
2018,4,22,4,18.67,2.24,16,,,,,
2018,4,22,5,18.95,2.24,17,,,,,
2018,4,22,6,19.58,2.24,17,,,,,
2018,4,22,7,19.43,2.24,17,,,,,
2018,4,22,8,19.06,2.24,17,,,,,
2018,4,22,9,19.48,2.24,17,,,,,
2018,4,22,10,20.02,2.24,18,,,,,
2018,4,22,11,20.11,2.24,18,,,,,
2018,4,22,12,20.33,2.24,18,,,,,
2018,4,22,13,20.39,2.24,18,,,,,
2018,4,22,14,20.34,2.24,18,,,,,
2018,4,22,15,20.34,2.24,18,,,,,
2018,4,22,16,20.25,2.24,18,,,,,
2018,4,22,17,20.35,2.24,18,,,,,
2018,4,22,18,20.65,2.24,18,,,,,
2018,4,22,19,20.26,2.24,18,,,,,
2018,4,22,20,20.42,2.24,18,,,,,
2018,4,22,21,22.91,2.24,21,,,,,
2018,4,22,22,22.64,2.24,20,,,,,
2018,4,22,23,21.26,2.24,19,,,,,
2018,4,22,24,19.78,2.24,18,,,,,
2018,4,23,1,18.96,2.24,17,,,,,
2018,4,23,2,18.49,2.24,16,,,,,
2018,4,23,3,18.26,2.24,16,,,,,
2018,4,23,4,18.44,2.24,16,,,,,
2018,4,23,5,18.96,2.24,17,,,,,
2018,4,23,6,20.22,2.24,18,,,,,
2018,4,23,7,20.98,2.24,19,,,,,
2018,4,23,8,21.13,2.24,19,,,,,
2018,4,23,9,22.14,2.24,20,,,,,
2018,4,23,10,23.45,2.24,21,,,,,
2018,4,23,11,24.11,2.24,22,,,,,
2018,4,23,12,24.33,2.24,22,,,,,
2018,4,23,13,24.46,2.24,22,,,,,
2018,4,23,14,24.52,2.24,22,,,,,
2018,4,23,15,25,2.24,23,,,,,
2018,4,23,16,24.94,2.24,23,,,,,
2018,4,23,17,25.1,2.24,23,,,,,
2018,4,23,18,24.31,2.24,22,,,,,
2018,4,23,19,23.12,2.24,21,,,,,
2018,4,23,20,23.1,2.24,21,,,,,
2018,4,23,21,24.99,2.24,23,,,,,
2018,4,23,22,23.65,2.24,21,,,,,
2018,4,23,23,21.61,2.24,19,,,,,
2018,4,23,24,19.94,2.24,18,,,,,
2018,4,24,1,18.67,2.24,16,,,,,
2018,4,24,2,18.08,2.24,16,,,,,
2018,4,24,3,17.96,2.24,16,,,,,
2018,4,24,4,18.08,2.24,16,,,,,
2018,4,24,5,18.78,2.24,17,,,,,
2018,4,24,6,20.15,2.24,18,,,,,
2018,4,24,7,21.65,2.24,19,,,,,
2018,4,24,8,22.07,2.24,20,,,,,
2018,4,24,9,23.38,2.24,21,,,,,
2018,4,24,10,24.55,2.24,22,,,,,
2018,4,24,11,25.15,2.24,23,,,,,
2018,4,24,12,25.31,2.24,23,,,,,
2018,4,24,13,25.49,2.24,23,,,,,
2018,4,24,14,25.78,2.24,24,,,,,
2018,4,24,15,26.08,2.24,24,,,,,
2018,4,24,16,26.02,2.24,24,,,,,
2018,4,24,17,25.66,2.24,23,,,,,
2018,4,24,18,24.66,2.24,22,,,,,
2018,4,24,19,23.43,2.24,21,,,,,
2018,4,24,20,23.07,2.24,21,,,,,
2018,4,24,21,25.05,2.24,23,,,,,
2018,4,24,22,23.4,2.24,21,,,,,
2018,4,24,23,21.39,2.24,19,,,,,
2018,4,24,24,19.76,2.24,18,,,,,
2018,4,25,1,18.66,2.24,16,,,,,
2018,4,25,2,18.02,2.24,16,,,,,
2018,4,25,3,17.8,2.24,16,,,,,
2018,4,25,4,17.92,2.24,16,,,,,
2018,4,25,5,18.46,2.24,16,,,,,
2018,4,25,6,19.58,2.24,17,,,,,
2018,4,25,7,21.18,2.24,19,,,,,
2018,4,25,8,21.58,2.24,19,,,,,
2018,4,25,9,23.03,2.24,21,,,,,
2018,4,25,10,24.23,2.24,22,,,,,
2018,4,25,11,25.19,2.24,23,,,,,
2018,4,25,12,25.35,2.24,23,,,,,
2018,4,25,13,25.63,2.24,23,,,,,
2018,4,25,14,26.17,2.24,24,,,,,
2018,4,25,15,26.33,2.24,24,,,,,
2018,4,25,16,26.23,2.24,24,,,,,
2018,4,25,17,26.07,2.24,24,,,,,
2018,4,25,18,24.77,2.24,23,,,,,
2018,4,25,19,23.59,2.24,21,,,,,
2018,4,25,20,23.28,2.24,21,,,,,
2018,4,25,21,25.01,2.24,23,,,,,
2018,4,25,22,23.61,2.24,21,,,,,
2018,4,25,23,21.52,2.24,19,,,,,
2018,4,25,24,19.99,2.24,18,,,,,
2018,4,26,1,18.79,2.24,17,,,,,
2018,4,26,2,18.27,2.24,16,,,,,
2018,4,26,3,18.08,2.24,16,,,,,
2018,4,26,4,18.27,2.24,16,,,,,
2018,4,26,5,18.87,2.24,17,,,,,
2018,4,26,6,20.25,2.24,18,,,,,
2018,4,26,7,21.59,2.24,19,,,,,
2018,4,26,8,22.09,2.24,20,,,,,
2018,4,26,9,23.04,2.24,21,,,,,
2018,4,26,10,24.12,2.24,22,,,,,
2018,4,26,11,24.97,2.24,23,,,,,
2018,4,26,12,25.31,2.24,23,,,,,
2018,4,26,13,25.62,2.24,23,,,,,
2018,4,26,14,25.82,2.24,24,,,,,
2018,4,26,15,25.81,2.24,24,,,,,
2018,4,26,16,25.89,2.24,24,,,,,
2018,4,26,17,25.71,2.24,23,,,,,
2018,4,26,18,24.59,2.24,22,,,,,
2018,4,26,19,23.25,2.24,21,,,,,
2018,4,26,20,22.88,2.24,21,,,,,
2018,4,26,21,24.96,2.24,23,,,,,
2018,4,26,22,23.78,2.24,22,,,,,
2018,4,26,23,21.87,2.24,20,,,,,
2018,4,26,24,20.12,2.24,18,,,,,
2018,4,27,1,18.94,2.24,17,,,,,
2018,4,27,2,18.42,2.24,16,,,,,
2018,4,27,3,18.07,2.24,16,,,,,
2018,4,27,4,18.34,2.24,16,,,,,
2018,4,27,5,18.79,2.24,17,,,,,
2018,4,27,6,20.07,2.24,18,,,,,
2018,4,27,7,21.22,2.24,19,,,,,
2018,4,27,8,21.69,2.24,19,,,,,
2018,4,27,9,23.11,2.24,21,,,,,
2018,4,27,10,24.25,2.24,22,,,,,
2018,4,27,11,24.98,2.24,23,,,,,
2018,4,27,12,25.41,2.24,23,,,,,
2018,4,27,13,25.82,2.24,24,,,,,
2018,4,27,14,26.06,2.24,24,,,,,
2018,4,27,15,26.71,2.24,24,,,,,
2018,4,27,16,26.75,2.24,25,,,,,
2018,4,27,17,25.98,2.24,24,,,,,
2018,4,27,18,25,2.24,23,,,,,
2018,4,27,19,23.6,2.24,21,,,,,
2018,4,27,20,23.82,2.24,22,,,,,
2018,4,27,21,25.33,2.24,23,,,,,
2018,4,27,22,23.97,2.24,22,,,,,
2018,4,27,23,22.29,2.24,20,,,,,
2018,4,27,24,20.87,2.24,19,,,,,
2018,4,28,1,19.77,2.24,18,,,,,
2018,4,28,2,18.89,2.24,17,,,,,
2018,4,28,3,17.98,2.24,16,,,,,
2018,4,28,4,17.62,2.24,15,,,,,
2018,4,28,5,17.81,2.24,16,,,,,
2018,4,28,6,18.25,2.24,16,,,,,
2018,4,28,7,18.06,2.24,16,,,,,
2018,4,28,8,18.21,2.24,16,,,,,
2018,4,28,9,19.57,2.24,17,,,,,
2018,4,28,10,21,2.24,19,,,,,
2018,4,28,11,21.82,2.24,20,,,,,
2018,4,28,12,21.52,2.24,19,,,,,
2018,4,28,13,21.68,2.24,19,,,,,
2018,4,28,14,22.02,2.24,20,,,,,
2018,4,28,15,21.9,2.24,20,,,,,
2018,4,28,16,21.67,2.24,19,,,,,
2018,4,28,17,21.88,2.24,20,,,,,
2018,4,28,18,21.5,2.24,19,,,,,
2018,4,28,19,21.07,2.24,19,,,,,
2018,4,28,20,21.49,2.24,19,,,,,
2018,4,28,21,23.49,2.24,21,,,,,
2018,4,28,22,22.79,2.24,21,,,,,
2018,4,28,23,21.35,2.24,19,,,,,
2018,4,28,24,20.06,2.24,18,,,,,
2018,4,29,1,18.96,2.24,17,,,,,
2018,4,29,2,18.16,2.24,16,,,,,
2018,4,29,3,17.77,2.24,16,,,,,
2018,4,29,4,17.75,2.24,16,,,,,
2018,4,29,5,17.63,2.24,15,,,,,
2018,4,29,6,17.9,2.24,16,,,,,
2018,4,29,7,17.23,2.24,15,,,,,
2018,4,29,8,17.17,2.24,15,,,,,
2018,4,29,9,18.15,2.24,16,,,,,
2018,4,29,10,18.97,2.24,17,,,,,
2018,4,29,11,19.41,2.24,17,,,,,
2018,4,29,12,19.67,2.24,17,,,,,
2018,4,29,13,20.03,2.24,18,,,,,
2018,4,29,14,20.4,2.24,18,,,,,
2018,4,29,15,20.49,2.24,18,,,,,
2018,4,29,16,20.78,2.24,19,,,,,
2018,4,29,17,20.53,2.24,18,,,,,
2018,4,29,18,20.69,2.24,18,,,,,
2018,4,29,19,20.41,2.24,18,,,,,
2018,4,29,20,20.37,2.24,18,,,,,
2018,4,29,21,22.7,2.24,20,,,,,
2018,4,29,22,22.42,2.24,20,,,,,
2018,4,29,23,20.96,2.24,19,,,,,
2018,4,29,24,19.49,2.24,17,,,,,
2018,4,30,1,18.38,2.24,16,,,,,
2018,4,30,2,17.74,2.24,16,,,,,
2018,4,30,3,17.54,2.24,15,,,,,
2018,4,30,4,17.45,2.24,15,,,,,
2018,4,30,5,17.9,2.24,16,,,,,
2018,4,30,6,19.1,2.24,17,,,,,
2018,4,30,7,20.26,2.24,18,,,,,
2018,4,30,8,21.03,2.24,19,,,,,
2018,4,30,9,22.35,2.24,20,,,,,
2018,4,30,10,23.48,2.24,21,,,,,
2018,4,30,11,24.48,2.24,22,,,,,
2018,4,30,12,24.31,2.24,22,,,,,
2018,4,30,13,24.48,2.24,22,,,,,
2018,4,30,14,24.57,2.24,22,,,,,
2018,4,30,15,24.56,2.24,22,,,,,
2018,4,30,16,24.74,2.24,23,,,,,
2018,4,30,17,24.59,2.24,22,,,,,
2018,4,30,18,23.53,2.24,21,,,,,
2018,4,30,19,22.23,2.24,20,,,,,
2018,4,30,20,22.2,2.24,20,,,,,
2018,4,30,21,24.52,2.24,22,,,,,
2018,4,30,22,23.44,2.24,21,,,,,
2018,4,30,23,21.33,2.24,19,,,,,
2018,4,30,24,19.7,2.24,17,,,,,
2018,5,1,1,18.6,2.24,16,,,,,
2018,5,1,2,17.98,2.24,16,,,,,
2018,5,1,3,17.81,2.24,16,,,,,
2018,5,1,4,17.94,2.24,16,,,,,
2018,5,1,5,18.59,2.24,16,,,,,
2018,5,1,6,19.72,2.24,17,,,,,
2018,5,1,7,20.9,2.24,19,,,,,
2018,5,1,8,21.58,2.24,19,,,,,
2018,5,1,9,20.43,2.24,18,,,,,
2018,5,1,10,20.9,2.24,19,,,,,
2018,5,1,11,20.97,2.24,19,,,,,
2018,5,1,12,20.69,2.24,18,,,,,
2018,5,1,13,20.67,2.24,18,,,,,
2018,5,1,14,20.42,2.24,18,,,,,
2018,5,1,15,20.67,2.24,18,,,,,
2018,5,1,16,22.21,2.24,20,,,,,
2018,5,1,17,23.08,2.24,21,,,,,
2018,5,1,18,22.72,2.24,20,,,,,
2018,5,1,19,22.26,2.24,20,,,,,
2018,5,1,20,22.95,2.24,21,,,,,
2018,5,1,21,24.87,2.24,23,,,,,
2018,5,1,22,23.58,2.24,21,,,,,
2018,5,1,23,21.56,2.24,19,,,,,
2018,5,1,24,20.03,2.24,18,,,,,
2018,5,2,1,18.75,2.24,17,,,,,
2018,5,2,2,18.35,2.24,16,,,,,
2018,5,2,3,18.11,2.24,16,,,,,
2018,5,2,4,18.52,2.24,16,,,,,
2018,5,2,5,18.93,2.24,17,,,,,
2018,5,2,6,20.24,2.24,18,,,,,
2018,5,2,7,21.94,2.24,20,,,,,
2018,5,2,8,22.28,2.24,20,,,,,
2018,5,2,9,22.65,2.24,20,,,,,
2018,5,2,10,24.18,2.24,22,,,,,
2018,5,2,11,23.69,2.24,21,,,,,
2018,5,2,12,24.46,2.24,22,,,,,
2018,5,2,13,25.33,2.24,23,,,,,
2018,5,2,14,24,2.24,22,,,,,
2018,5,2,15,23.97,2.24,22,,,,,
2018,5,2,16,22.29,2.24,20,,,,,
2018,5,2,17,21.13,2.24,19,,,,,
2018,5,2,18,20.56,2.24,18,,,,,
2018,5,2,19,21.19,2.24,19,,,,,
